SPAN|596|Aa|9788437605609
SPHSC|100|A|9780072486964
SPHSC|250|Aa, Ba|9780137061334
SPHSC|250|Aa,Ba|9780137061693
SPHSC|261|Ab,Bb|9781565939790;9781848552265
SPHSC|308|Aa,Ba|9780374525644
SPHSC|371|A-B|9780132108218
SPHSC|449|A,B|9780781760034;9780684853949
SPHSC|574|A|9781597561006
STAT|220|A|9780393929720
STAT|311|A|9781429240321
STAT|390|A|9780534467197
STAT|394|Aa|9780136033134;9780321600141
STAT|394|B|9780136033134
STAT|395|Ab|9780136033134;9780321600141
SWA|134|A|9781400023462;9780781809054
SWED|150|A|9789127666856;9789127666863
TAGLG|134|A|9780781809603
UKR|401|A|9780893573195
WOMEN|200|A|9780077285548;9780073404301
WOMEN|389|A|9781412974417
